iter	Logloss
0	0.5990553131
1	0.5275408185
2	0.4708899097
3	0.4253030664
4	0.390071378
5	0.3605992168
6	0.3384599812
7	0.3192784097
8	0.3066298127
9	0.2932697835
10	0.282501127
11	0.2730015356
12	0.2645371593
13	0.2568437952
14	0.2512966558
15	0.2450955181
16	0.2388559807
17	0.2344577316
18	0.2305519934
19	0.2222619894
20	0.2177131316
21	0.2128555314
22	0.2078852927
23	0.205872165
24	0.2035653957
25	0.2019540536
26	0.1999311101
27	0.1966657729
28	0.1935671568
29	0.1918325745
30	0.1890977484
31	0.1875638641
32	0.1865080081
33	0.1851821286
34	0.1833849409
35	0.1820161327
36	0.1796110342
37	0.17871031
38	0.1773725932
39	0.1754859225
40	0.1745089922
41	0.1737181264
42	0.1722361553
43	0.1714455292
44	0.1708174072
45	0.1693064089
46	0.1685572288
47	0.1667931577
48	0.1653812871
49	0.164572786
50	0.1637788032
51	0.162346211
52	0.1602507754
53	0.1596014653
54	0.1584816656
55	0.1579831538
56	0.1575012365
57	0.1569771289
58	0.1564640465
59	0.1559601551
60	0.154987563
61	0.1545808162
62	0.1538333208
63	0.1521596728
64	0.1516396839
65	0.1497202535
66	0.1493112143
67	0.1478876227
68	0.1472721099
69	0.1467683833
70	0.1456420926
71	0.1435796306
72	0.1429883462
73	0.1421228997
74	0.1410488896
75	0.140763131
76	0.1404095697
77	0.1398349321
78	0.1395298708
79	0.1392754269
80	0.1387646327
81	0.1385493575
82	0.1382306851
83	0.1376283738
84	0.1374527514
85	0.137076299
86	0.1367511694
87	0.1362320247
88	0.1359344249
89	0.1355883619
90	0.1348217388
91	0.1336051906
92	0.1327105678
93	0.1322556364
94	0.1319828128
95	0.1317531524
96	0.1314954418
97	0.1303388508
98	0.130045065
99	0.1296950903
100	0.129427592
101	0.1291526291
102	0.128841844
103	0.1285347475
104	0.1283825576
105	0.1263266186
106	0.1260956545
107	0.1255376723
108	0.1252840859
109	0.1248394478
110	0.123676828
111	0.1232280683
112	0.1224324502
113	0.1216916821
114	0.1213906889
115	0.1209126717
116	0.1203074182
117	0.1199720682
118	0.1197275354
119	0.1188002572
120	0.1186275883
121	0.1184845893
122	0.1183783203
123	0.1181664604
124	0.117868672
125	0.1177097183
126	0.1175150529
127	0.1169055989
128	0.1167113977
129	0.1165229139
130	0.1163981199
131	0.116258468
132	0.1155945624
133	0.1154209713
134	0.1153087476
135	0.1151386191
136	0.1140326347
137	0.1138180172
138	0.1132911657
139	0.1131444933
140	0.1129920756
141	0.1128824029
142	0.1127142603
143	0.1122138637
144	0.1121270702
145	0.1118877187
146	0.1108900825
147	0.1108088218
148	0.1107197778
149	0.1104712319
150	0.1098268809
151	0.1096994238
152	0.109562784
153	0.1093696752
154	0.1091504098
155	0.1090657343
156	0.1088557484
157	0.1086643893
158	0.1085350067
159	0.1084504064
160	0.1083562073
161	0.1075777554
162	0.1074842215
163	0.1073606381
164	0.1072094512
165	0.1068444966
166	0.1065969653
167	0.1061749501
168	0.1059719078
169	0.1054948999
170	0.1051509412
171	0.1049953929
172	0.1045761683
173	0.1044894656
174	0.1043714538
175	0.1042639053
176	0.1041858716
