iter	Passed	Remaining
755	57469	18548
756	57560	18477
757	57640	18402
758	57706	18323
759	57779	18246
760	57853	18169
761	57927	18092
762	57984	18010
763	58043	17929
764	58111	17851
765	58200	17779
766	58288	17706
767	58351	17626
768	58423	17549
769	58507	17476
770	58591	17402
771	58669	17327
772	58742	17250
773	58818	17174
774	58894	17098
775	58962	17020
776	59034	16943
777	59104	16865
778	59178	16788
779	59254	16712
780	59321	16634
781	59384	16554
782	59445	16474
783	59515	16397
784	59589	16320
785	59659	16243
786	59728	16165
787	59792	16086
788	59863	16009
789	59922	15928
790	59985	15849
791	60044	15769
792	60102	15688
793	60169	15610
794	60236	15532
795	60298	15453
796	60357	15373
797	60425	15295
798	60495	15218
799	60559	15139
800	60618	15060
801	60675	14979
802	60742	14902
803	60802	14822
804	60867	14744
805	60932	14666
806	60997	14588
807	61055	14508
808	61118	14429
809	61177	14350
810	61243	14272
811	61301	14192
812	61362	14114
813	61432	14037
814	61506	13961
815	61576	13884
816	61639	13806
817	61703	13728
818	61772	13651
819	61835	13573
820	61899	13495
821	61972	13419
822	62036	13342
823	62103	13264
824	62169	13187
825	62231	13109
826	62301	13032
827	62360	12954
828	62429	12877
829	62502	12801
830	62580	12727
831	62650	12650
832	62717	12573
833	62793	12498
834	62851	12419
835	62907	12340
836	62975	12264
837	63032	12185
838	63093	12107
839	63153	12029
840	63221	11952
841	63287	11875
842	63347	11797
843	63407	11719
844	63469	11642
845	63533	11565
846	63598	11488
847	63658	11410
848	63716	11332
849	63782	11255
850	63848	11179
851	63914	11102
852	63970	11024
853	64031	10946
854	64094	10869
855	64151	10791
856	64208	10713
857	64266	10636
858	64327	10559
859	64388	10481
860	64454	10405
861	64528	10330
862	64588	10253
863	64652	10176
864	64720	10100
865	64776	10023
866	64838	9946
867	64898	9869
868	64958	9792
869	65025	9716
870	65087	9639
871	65146	9562
872	65201	9485
873	65260	9408
874	65319	9331
875	65376	9254
876	65437	9177
877	65490	9100
878	65556	9024
879	65617	8947
880	65680	8871
881	65750	8796
882	65811	8720
883	65881	8645
884	65943	8568
885	66002	8492
886	66053	8414
887	66101	8337
888	66152	8259
889	66200	8182
890	66248	8104
891	66296	8026
892	66349	7950
893	66394	7872
894	66444	7795
895	66491	7717
896	66541	7640
897	66584	7563
898	66637	7486
899	66690	7410
900	66742	7333
901	66785	7256
902	66824	7178
903	66866	7100
904	66908	7023
905	66943	6945
906	66979	6867
907	67013	6789
908	67048	6712
909	67080	6634
910	67116	6556
911	67155	6479
912	67188	6402
913	67226	6325
914	67261	6248
915	67296	6171
916	67331	6094
917	67367	6017
918	67402	5940
919	67434	5863
920	67469	5787
921	67505	5710
922	67542	5634
923	67573	5557
924	67607	5481
925	67643	5405
926	67677	5329
927	67715	5253
928	67754	5178
929	67793	5102
930	67834	5027
931	67871	4952
932	67906	4876
933	67943	4801
934	67985	4726
935	68024	4651
936	68062	4576
937	68092	4500
938	68128	4425
939	68163	4350
940	68198	4275
941	68231	4201
942	68265	4126
943	68299	4051
944	68333	3977
945	68364	3902
946	68398	3828
947	68434	3753
948	68471	3679
949	68504	3605
950	68534	3531
951	68566	3457
952	68595	3382
953	68623	3308
954	68651	3234
955	68678	3160
956	68707	3087
957	68733	3013
958	68760	2939
959	68787	2866
960	68812	2792
961	68842	2719
962	68873	2646
963	68899	2573
964	68928	2499
965	68954	2426
966	68984	2354
967	69018	2281
968	69044	2208
969	69068	2136
970	69097	2063
971	69132	1991
972	69170	1919
973	69197	1847
974	69232	1775
975	69261	1703
976	69287	1631
977	69316	1559
978	69345	1487
979	69372	1415
980	69399	1344
981	69428	1272
982	69459	1201
983	69487	1129
984	69514	1058
985	69544	987
986	69575	916
987	69608	845
988	69638	774
989	69667	703
990	69701	633
991	69729	562
992	69761	491
993	69791	421
994	69823	350
995	69851	280
996	69880	210
997	69904	140
998	69934	70
999	69961	0
995	76922	308
996	76956	231
997	76988	154
998	77024	77
999	77060	0
	573
993	81386	491
994	81427	409
995	81477	327
996	81524	245
997	81572	163
998	81621	81
999	81668	0
	6518
960	156587	6354
961	156738	6191
962	156920	6029
963	157060	5865
964	157201	5701
965	157367	5538
966	157494	5374
967	157582	5209
968	157736	5046
969	157904	4883
970	158045	4720
971	158161	4556
972	158278	4392
973	158418	4228
974	158580	4066
975	158692	3902
976	158803	3738
977	158905	3574
978	159041	3411
979	159217	3249
980	159392	3087
981	159546	2924
982	159657	2761
983	159751	2597
984	159843	2434
985	159935	2270
986	160022	2107
987	160111	1944
988	160198	1781
989	160279	1618
990	160363	1456
991	160474	1294
992	160574	1131
993	160674	969
994	160778	807
995	160885	646
996	160998	484
997	161079	322
998	161177	161
999	161252	0
0243	0
67736	167
999	167862	0
