iter	Logloss
141	0.1295503051
142	0.1291315603
143	0.12905674
144	0.1289330134
145	0.1288242156
146	0.1287083846
147	0.1286389273
148	0.1283335065
149	0.1282213054
150	0.1279588092
151	0.1278967513
152	0.1277072196
153	0.1273764307
154	0.1273056187
155	0.1267842219
156	0.1266709835
157	0.1266053671
158	0.1265046333
159	0.1264217377
160	0.1263551542
161	0.1262640551
162	0.1256727352
163	0.1255360854
164	0.1252399507
165	0.125149714
166	0.1250865838
167	0.1249115766
168	0.1246863359
169	0.124348628
170	0.1242116296
171	0.1238396666
172	0.1229886805
173	0.1223235508
174	0.122016415
175	0.1218536038
176	0.1213442143
177	0.1211175506
178	0.1209614004
179	0.1207739924
180	0.1199986558
181	0.1195651343
182	0.1194451478
183	0.1193182075
184	0.1191821914
185	0.118827652
186	0.1186709014
187	0.1185680992
188	0.118490588
189	0.1178802345
190	0.1177678497
191	0.1174610825
192	0.1172352032
193	0.1171271875
194	0.1170573291
195	0.116849388
196	0.1167608755
197	0.1166812266
198	0.1159055777
199	0.1155060681
200	0.1153878888
201	0.1152860287
202	0.1152004048
203	0.1150649813
204	0.114998524
205	0.1147853097
206	0.1147139182
207	0.1146385011
208	0.1145754819
209	0.114477442
210	0.1143761329
211	0.1142160033
212	0.1141055455
213	0.1138728146
214	0.1137926946
215	0.1137431307
216	0.1135337326
217	0.1134633792
218	0.1133862643
219	0.1133120181
220	0.1132331535
221	0.1131853192
222	0.1130708993
223	0.1129815807
224	0.1129197962
225	0.1127929754
226	0.1127154232
227	0.1126787785
228	0.1126160461
229	0.1125795306
230	0.1123365302
231	0.1122749881
232	0.1120042575
233	0.1118573685
234	0.1112107722
235	0.1110943058
236	0.1108523328
237	0.1107422077
238	0.1106516802
239	0.1105858214
240	0.1105321208
241	0.1104665871
242	0.1101402412
243	0.1099737908
244	0.109868326
245	0.1098097406
246	0.1096253543
247	0.1095734385
248	0.1095310889
249	0.1094709655
250	0.1094120652
251	0.1093428501
252	0.1092950312
253	0.1092028413
254	0.1091233813
255	0.1090480297
256	0.1088551497
257	0.1087543782
258	0.1087157216
259	0.1086540973
260	0.1085896781
261	0.1084408828
262	0.1083875798
263	0.1083512252
264	0.1082608174
265	0.1081626657
266	0.1081067944
267	0.1080503261
268	0.1079759554
269	0.1079143962
270	0.1078601083
271	0.1077918718
272	0.1077137346
273	0.1076628534
274	0.1076115401
275	0.1075593142
276	0.1074918295
277	0.1074219104
278	0.1073569222
279	0.1073188738
280	0.107262628
281	0.1072038843
282	0.1071603142
283	0.107095918
284	0.1070426971
285	0.1070094634
286	0.1069620013
287	0.1068093413
288	0.1067514013
289	0.1066834934
290	0.1066480489
291	0.106588467
292	0.106538601
293	0.1064810791
294	0.1064313631
295	0.1060681795
296	0.1059397376
297	0.1058324367
298	0.1056918162
299	0.105646804
300	0.1056133594
301	0.1055683064
302	0.1055041928
303	0.1054608379
304	0.105413669
305	0.1053668258
306	0.1051232165
307	0.1050087215
308	0.1049713931
309	0.1048261526
310	0.1047129445
311	0.1045892213
312	0.1044812964
313	0.1044036416
314	0.1043205009
315	0.1042596181
316	0.1041178675
317	0.1040369163
318	0.1039747215
319	0.1039300229
320	0.1038764349
321	0.1038241297
322	0.1037864212
323	0.1037403092
324	0.1037159019
325	0.1035270905
326	0.1034756644
327	0.1034327243
328	0.1033780105
329	0.1033375482
330	0.103307974
331	0.1032470973
332	0.1032141631
333	0.1031438395
334	0.1030906643
335	0.1030092156
336	0.1029695482
337	0.1029220967
338	0.1028218697
339	0.1027506423
340	0.1025589134
341	0.1025328208
342	0.1024182033
343	0.102320107
344	0.1022764421
345	0.1022157951
346	0.102161941
347	0.102083818
348	0.1020414083
349	0.1019602852
350	0.1019229328
351	0.1018761614
352	0.1018431553
353	0.1017970273
354	0.1017648171
355	0.10170833
356	0.1014519192
357	0.1013641176
358	0.1012856321
359	0.1012555573
360	0.1012111647
361	0.1011711296
362	0.1011234422
363	0.1010691252
364	0.101046526
365	0.1009787669
366	0.1008725911
367	0.1008337837
368	0.1008029258
369	0.100578787
370	0.1005313522
371	0.1004264848
372	0.100369455
373	0.1002999549
374	0.1001601649
375	0.1001253313
376	0.1000914657
377	0.1000542526
378	0.1000104328
379	0.09996138989
380	0.09983357115
381	0.0997669117
382	0.09972156429
383	0.09960886448
384	0.09949261448
385	0.09937628566
386	0.09933395123
387	0.09929970051
388	0.09923435433
389	0.09919777401
390	0.09909747635
391	0.09901672816
392	0.09891374035
393	0.09887861483
394	0.09882256616
395	0.09877287292
396	0.09874406262
397	0.09872559691
398	0.09866234453
399	0.09859537674
400	0.09855600375
401	0.09849534999
402	0.09846095967
403	0.09843465647
404	0.0983934667
405	0.09831721217
406	0.09824795238
407	0.09821103481
408	0.09814321223
409	0.09810779357
410	0.09806711464
411	0.0980328713
412	0.09799299455
413	0.09795302122
414	0.09791896607
415	0.0976298619
416	0.09754561855
417	0.09748731852
418	0.09745971938
419	0.09742558231
420	0.09736749963
421	0.09724332614
422	0.09719690318
423	0.09716040921
424	0.09707752217
425	0.09705244673
426	0.09699683303
427	0.09696222739
428	0.09692662147
429	0.09689993647
430	0.09685144182
431	0.09679854101
432	0.09674195185
433	0.09671221962
434	0.09668236172
435	0.09665828957
436	0.09662278869
437	0.09659741231
438	0.09649061805
439	0.09642095238
440	0.09639609048
441	0.09620401802
442	0.09613853902
443	0.09605809285
444	0.09600489868
445	0.09595861534
446	0.09591352031
447	0.0958727753
448	0.09582188897
449	0.09577823324
450	0.09574255835
451	0.09571210505
452	0.09567275083
453	0.09559111582
454	0.09549450945
455	0.0954490198
456	0.09536579492
457	0.09533344907
458	0.09528341175
459	0.09525050318
460	0.09522084792
461	0.09518532177
462	0.09514958747
463	0.09503455954
464	0.09498028239
465	0.09491929835
466	0.09489184057
467	0.0948358478
468	0.09479485047
469	0.09475091941
470	0.09472431305
471	0.09468889029
472	0.09463791897
473	0.09459450489
474	0.09457650575
475	0.09454916344
476	0.09448848426
477	0.09446996348
478	0.0944484576
479	0.09440593446
480	0.09435277446
481	0.09432954867
482	0.09430117258
483	0.09426652252
484	0.09424192294
485	0.09420599754
486	0.09417124677
487	0.09414286601
488	0.09410856588
489	0.09408854295
490	0.0940625586
491	0.09404242652
492	0.09402393665
493	0.09398247041
494	0.09395132935
495	0.0939084985
496	0.09387290147
497	0.09383162254
498	0.09380871376
499	0.09378500392
500	0.09376157419
501	0.09373419636
502	0.09364042205
503	0.09362391383
504	0.09360555912
505	0.09359078676
506	0.09354801293
507	0.09353569829
508	0.09350824986
509	0.09347835517
510	0.09346982584
511	0.0934382416
512	0.09342236245
513	0.09337988246
514	0.0933586124
515	0.09332587526
516	0.0932956038
517	0.09323805761
518	0.09315769197
519	0.09313679349
520	0.09308711392
521	0.09305286064
522	0.09301766406
523	0.09298467742
524	0.09295392229
525	0.09293141615
526	0.09283466416
527	0.09277139631
528	0.09270363535
529	0.09261974284
530	0.09259128755
531	0.09253190714
532	0.09250798628
533	0.09248963363
534	0.09245818787
535	0.09240887393
536	0.0923550443
537	0.09231133381
538	0.09226585732
539	0.09222617363
540	0.09217468719
541	0.09214203344
542	0.09209836799
543	0.09202707337
544	0.0919986804
545	0.09191125463
546	0.09187733231
547	0.0918567428
548	0.09180573181
549	0.09175766592
550	0.09173807317
551	0.09171022979
552	0.09167989995
553	0.09166724123
554	0.09163018473
555	0.09161094575
556	0.09156793098
557	0.09154401662
558	0.09152012806
559	0.09149863671
560	0.09146367557
561	0.09142780614
562	0.09140797531
563	0.09136957992
564	0.09130688407
565	0.09126569554
566	0.09124447328
567	0.09121121442
568	0.09116642497
569	0.09113201968
570	0.09110782389
571	0.09108424533
572	0.09105472979
573	0.09102228593
574	0.09098823294
575	0.09094728035
576	0.09090770542
577	0.09088239431
578	0.09085442367
579	0.0908302574
580	0.0908017628
581	0.0907678756
582	0.09075516096
583	0.0907333631
584	0.09070870353
585	0.09067599407
586	0.09065446031
587	0.09062842521
588	0.09061551773
589	0.09059490265
590	0.09055268903
591	0.09047843192
592	0.09044704176
593	0.09039997535
594	0.09038045461
595	0.09035203689
596	0.09033140048
597	0.09030467838
598	0.09025189465
599	0.0902277002
600	0.09019515711
601	0.09016963351
602	0.09014019889
603	0.09010723438
604	0.09008579644
605	0.09005782739
606	0.09003098243
607	0.09001447939
608	0.08998585366
609	0.08996341918
610	0.08993291351
611	0.08990478806
612	0.08988758509
613	0.08985226645
614	0.08980401955
615	0.08978688295
616	0.08975793038
617	0.08971666598
618	0.08969226176
619	0.08966150791
620	0.0895811128
621	0.08956062477
622	0.08954304796
623	0.0895198236
624	0.08948969149
625	0.08945699922
626	0.08940963862
627	0.08939506156
628	0.08937533173
629	0.08934650301
630	0.08929403583
631	0.08926711727
632	0.08924296374
633	0.08920131995
634	0.08915313638
635	0.08910843183
636	0.08907711144
637	0.08905729092
638	0.08898001216
639	0.08893236551
640	0.08891154991
641	0.08889095717
642	0.08885542886
643	0.08882911152
644	0.08880760156
645	0.08876950022
646	0.08873879157
647	0.08869858738
648	0.08866766472
649	0.08863575963
650	0.08855074694
651	0.08847873938
652	0.08843803557
653	0.08841020645
654	0.08839132732
655	0.08837024582
656	0.08835324364
657	0.08833215148
658	0.08831360059
659	0.08829045645
660	0.08825464376
661	0.08823261373
662	0.08819669575
663	0.08817072802
664	0.08812149464
665	0.08808629198
666	0.08806660522
667	0.08805551884
668	0.08803864145
669	0.0880177484
670	0.08799251558
671	0.08798062807
672	0.08795100694
673	0.08790613903
674	0.08783492509
675	0.08779629148
676	0.08776911961
677	0.08773834011
678	0.0877257076
679	0.08770343539
680	0.08767383608
681	0.08764521329
682	0.08763829429
683	0.08760544532
684	0.08758064997
685	0.08755970227
686	0.0875233631
687	0.08749324868
688	0.08745887747
689	0.08742916603
690	0.08739503214
691	0.08737391948
692	0.08735377904
693	0.08732040812
694	0.08731024313
695	0.0872992652
696	0.08727839155
697	0.0872553362
698	0.08724013834
699	0.08721264684
700	0.08718451556
701	0.08716484017
702	0.08713911396
703	0.08712211865
704	0.08704821868
705	0.08701863712
706	0.08694538825
707	0.08689593945
708	0.0868817393
709	0.08684652158
710	0.08680985997
711	0.08677927711
712	0.08676259797
713	0.08674718933
714	0.08672594307
715	0.08669644984
716	0.08666976396
717	0.08663568108
718	0.08661354137
719	0.08657085647
720	0.08654920214
721	0.08651556688
722	0.0864758447
723	0.08644477633
724	0.08641240832
725	0.08638508966
726	0.08635897464
727	0.08634468379
728	0.08630655775
729	0.08629019701
730	0.08627065904
731	0.08625134032
732	0.08623119239
733	0.08621281748
734	0.0861651103
735	0.08614796683
736	0.08611894558
737	0.08609569468
738	0.08608496186
739	0.08605053714
740	0.08604035796
741	0.0860143709
742	0.08598091992
743	0.08594661634
744	0.08588626593
745	0.08586243545
746	0.08583942037
747	0.08581364566
748	0.08578035446
749	0.08576423191
750	0.08573009608
751	0.08569290618
752	0.08567220907
753	0.08564979986
754	0.08563020933
755	0.08560040721
756	0.08556070249
757	0.08553593245
758	0.0855148193
759	0.08549200253
760	0.08547918879
761	0.08544914098
762	0.0854293751
763	0.0854027394
764	0.08537795217
765	0.08534893563
766	0.08532017692
767	0.08528820133
768	0.08525395394
769	0.08524108901
770	0.08520855226
771	0.08514087844
772	0.08510878686
773	0.08508312792
774	0.08505545962
775	0.08503034491
776	0.08501551664
777	0.08499431888
778	0.08497413635
779	0.08495615395
780	0.08491864906
781	0.08488934765
782	0.08486879938
783	0.08484930665
784	0.08480893442
785	0.08478355474
786	0.0847591644
787	0.08472121345
788	0.08470364473
789	0.0846812582
790	0.08466719333
791	0.08462051575
792	0.08459268753
793	0.08457295268
794	0.08455360578
795	0.08453584072
796	0.08450449642
797	0.08447658197
798	0.08443162183
799	0.08440357836
800	0.0843812744
801	0.08435932565
802	0.0843436329
803	0.08432115343
804	0.08425465562
805	0.08422527828
806	0.0841962378
807	0.084169917
808	0.08414483551
809	0.08411943509
810	0.08409393284
811	0.08407332077
812	0.08405204736
813	0.08401817846
814	0.08399606787
815	0.08397234564
816	0.0839047395
817	0.08389561332
818	0.08383410739
819	0.08381528666
820	0.08379248179
821	0.08376988762
822	0.08374819405
823	0.08372163561
824	0.0836703978
825	0.08364020378
826	0.08358840252
827	0.08354998781
828	0.083509807
829	0.08348658137
830	0.08345594364
831	0.0834208512
832	0.08339343302
833	0.08336660923
834	0.08335800552
835	0.08333223624
836	0.08328810359
837	0.08326048165
838	0.08323559215
839	0.08321554971
840	0.0831952376
841	0.08318168768
842	0.08317392963
843	0.08314594003
844	0.08313728601
845	0.08311003311
846	0.08309809489
847	0.08308285725
848	0.08303733698
849	0.08301856028
850	0.08299348169
851	0.08295654191
852	0.082940407
853	0.08289383722
854	0.08285415908
855	0.08283922116
856	0.0828288504
857	0.08280933189
858	0.08276451425
859	0.08273331353
860	0.08270678085
861	0.08267610771
862	0.08266079637
863	0.08263631119
864	0.08258344993
865	0.08255298913
866	0.0825393305
867	0.08250899971
868	0.08249692264
869	0.08246826599
870	0.08243720539
871	0.082418515
872	0.08238884814
873	0.08236919746
874	0.08234516943
875	0.08231749909
876	0.08230956795
877	0.08230172696
878	0.08228158093
879	0.08227011329
880	0.08225038705
881	0.08222999972
882	0.08221618386
883	0.08220365092
884	0.08219226107
885	0.0821624013
886	0.08214566522
887	0.08212609558
888	0.08210480562
889	0.08206371552
890	0.08200136792
891	0.08198393856
892	0.08196111218
893	0.0819438765
894	0.08191658809
895	0.08190113993
896	0.08188342367
897	0.08185662441
898	0.08183639468
899	0.08181533662
900	0.0817851861
901	0.08176092097
902	0.08173769598
903	0.081714136
904	0.08169918003
905	0.08166876506
906	0.08161366608
907	0.081599471
908	0.08156644195
909	0.08154293461
910	0.08151501412
911	0.08149403112
912	0.08146990636
913	0.08144119315
914	0.08142200787
915	0.08139811123
916	0.08137088694
917	0.08133525338
918	0.08131962391
919	0.08130386774
920	0.08128134319
921	0.08126088853
922	0.08123753037
923	0.08121613568
924	0.08118567185
925	0.08115786909
926	0.08113635667
927	0.08108704469
928	0.08106524571
929	0.08104275203
930	0.08103142201
931	0.08100996195
932	0.08100029339
933	0.08099033331
934	0.08097059118
935	0.08094883176
936	0.08091978661
937	0.08090751598
938	0.08086382833
939	0.08084010624
940	0.08082479504
941	0.08079989722
942	0.08078186391
943	0.08075974022
944	0.08072994782
945	0.08072626413
946	0.0807042545
947	0.08068086482
948	0.0806353163
949	0.08061637489
950	0.08059758549
951	0.08058156645
952	0.08055765497
953	0.08054454898
954	0.08052420177
955	0.08049753587
956	0.08048140073
957	0.08045981048
958	0.08043700222
959	0.08040701113
960	0.08039250177
961	0.0803550582
962	0.08034439238
963	0.08032501307
964	0.08029244466
965	0.08027138121
966	0.08025158309
967	0.08021430796
968	0.08020214288
969	0.08018980127
970	0.08017124531
971	0.08015625402
972	0.08008506795
973	0.08006261334
974	0.08003301205
975	0.08001431502
976	0.07998055236
977	0.07995104277
978	0.07993868376
979	0.07991349582
980	0.07989840737
981	0.07988188477
982	0.07986022352
983	0.07984607377
984	0.0798253146
985	0.07981083785
986	0.07980024175
987	0.07977358027
988	0.07975417009
989	0.07973890316
990	0.07971947251
991	0.07970503495
992	0.07967236394
993	0.07964803401
994	0.07962697477
995	0.07960089228
996	0.07958775181
997	0.07956997036
998	0.07953666543
999	0.07950725259
4
999	0.08007821002
