iter	Passed	Remaining
203	1005	3923
204	1011	3923
205	1017	3921
206	1023	3919
207	1028	3915
208	1033	3910
209	1038	3905
210	1043	3901
211	1048	3897
212	1053	3893
213	1058	3889
214	1064	3885
215	1068	3879
216	1073	3872
217	1078	3866
218	1082	3858
219	1087	3854
220	1091	3849
221	1097	3844
222	1102	3840
223	1107	3835
224	1110	3824
225	1115	3820
226	1120	3814
227	1124	3808
228	1129	3803
229	1134	3796
230	1138	3790
231	1143	3784
232	1147	3778
233	1152	3773
234	1157	3768
235	1162	3763
236	1167	3757
237	1171	3752
238	1176	3745
239	1180	3738
240	1184	3731
241	1189	3726
242	1194	3720
243	1199	3715
244	1204	3710
245	1208	3705
246	1213	3700
247	1218	3695
248	1224	3692
249	1230	3690
250	1237	3691
251	1242	3688
252	1248	3685
253	1253	3682
254	1259	3679
255	1264	3676
256	1270	3672
257	1275	3667
258	1280	3663
259	1285	3658
260	1289	3652
261	1294	3646
262	1299	3641
263	1304	3635
264	1309	3630
265	1313	3624
266	1318	3618
267	1322	3612
268	1326	3605
269	1330	3598
270	1335	3592
271	1340	3587
272	1345	3583
273	1349	3576
274	1354	3570
275	1358	3563
276	1362	3557
277	1367	3550
278	1371	3544
279	1375	3537
280	1380	3531
281	1384	3526
282	1389	3520
283	1394	3515
284	1398	3509
285	1403	3504
286	1408	3499
287	1411	3490
288	1416	3485
289	1421	3480
290	1426	3475
291	1431	3470
292	1436	3466
293	1441	3462
294	1446	3457
295	1450	3450
296	1455	3445
297	1460	3440
298	1465	3434
299	1469	3428
300	1473	3422
301	1477	3415
302	1482	3410
303	1487	3406
304	1490	3397
305	1495	3391
306	1499	3385
307	1504	3379
308	1508	3374
309	1513	3368
310	1517	3361
311	1522	3356
312	1526	3350
313	1531	3344
314	1535	3339
315	1540	3334
316	1544	3328
317	1549	3323
318	1554	3318
319	1558	3312
320	1563	3307
321	1568	3301
322	1572	3296
323	1577	3291
324	1582	3286
325	1587	3281
326	1593	3278
327	1598	3274
328	1603	3270
329	1608	3265
330	1613	3261
331	1618	3256
332	1623	3251
333	1628	3246
334	1632	3241
335	1637	3235
336	1642	3230
337	1646	3225
338	1651	3219
339	1656	3214
340	1660	3209
341	1665	3204
342	1670	3199
343	1674	3194
344	1679	3189
345	1684	3184
346	1689	3179
347	1694	3174
348	1699	3170
349	1704	3165
350	1709	3161
351	1714	3157
352	1718	3150
353	1723	3144
354	1727	3139
355	1731	3131
356	1736	3126
357	1741	3122
358	1746	3118
359	1751	3113
360	1755	3108
361	1759	3100
362	1763	3095
363	1768	3090
364	1773	3086
365	1778	3080
366	1783	3076
367	1788	3071
368	1793	3066
369	1797	3061
370	1802	3056
371	1807	3051
372	1813	3047
373	1817	3042
374	1822	3036
375	1827	3032
376	1831	3026
377	1835	3021
378	1840	3016
379	1845	3010
380	1849	3005
381	1854	2999
382	1858	2994
383	1863	2989
384	1868	2984
385	1872	2979
386	1877	2973
387	1882	2968
388	1887	2964
389	1892	2959
390	1896	2954
391	1901	2949
392	1907	2945
393	1911	2940
394	1916	2935
395	1921	2930
396	1926	2925
397	1931	2921
398	1936	2916
399	1940	2911
400	1945	2906
401	1950	2901
402	1955	2896
403	1960	2892
404	1965	2887
405	1970	2883
406	1976	2879
407	1981	2875
408	1987	2871
409	1992	2867
410	1998	2863
411	2003	2859
412	2010	2857
413	2015	2853
414	2021	2849
415	2026	2845
416	2032	2841
417	2037	2837
418	2043	2833
419	2049	2830
420	2055	2826
421	2060	2822
422	2066	2818
423	2071	2814
424	2076	2809
425	2081	2805
426	2086	2800
427	2091	2795
428	2096	2790
429	2101	2786
430	2106	2781
431	2111	2776
432	2117	2772
433	2122	2768
434	2127	2763
435	2133	2759
436	2138	2755
437	2143	2750
438	2149	2746
439	2154	2742
440	2160	2738
441	2166	2734
442	2171	2730
443	2176	2726
444	2182	2722
445	2187	2717
446	2192	2712
447	2197	2708
448	2203	2703
449	2208	2699
450	2213	2694
451	2219	2690
452	2224	2686
453	2229	2680
454	2234	2676
455	2240	2672
456	2245	2668
457	2251	2664
458	2257	2660
459	2263	2657
460	2269	2652
461	2274	2648
462	2280	2645
463	2286	2641
464	2292	2637
465	2297	2633
466	2303	2628
467	2308	2624
468	2313	2619
469	2317	2613
470	2322	2608
471	2326	2602
472	2331	2597
473	2335	2592
474	2340	2586
475	2344	2581
476	2349	2576
477	2355	2572
478	2360	2567
479	2365	2562
480	2370	2557
481	2376	2554
482	2381	2549
483	2386	2543
484	2390	2538
485	2395	2533
486	2400	2528
487	2405	2523
488	2410	2518
489	2414	2513
490	2419	2507
491	2423	2502
492	2428	2497
493	2433	2492
494	2437	2487
495	2442	2481
496	2446	2476
497	2451	2470
498	2455	2465
499	2460	2460
500	2464	2454
501	2469	2449
502	2474	2444
503	2478	2439
504	2483	2433
505	2487	2428
506	2492	2423
507	2497	2418
508	2501	2413
509	2506	2408
510	2511	2403
511	2516	2398
512	2520	2393
513	2526	2388
514	2530	2383
515	2536	2379
516	2541	2374
517	2545	2368
518	2551	2364
519	2557	2360
520	2561	2355
521	2566	2350
522	2571	2345
523	2576	2340
524	2581	2335
525	2585	2330
526	2590	2324
527	2595	2319
528	2599	2314
529	2604	2309
530	2609	2304
531	2614	2299
532	2619	2295
533	2624	2290
534	2629	2285
535	2634	2280
536	2639	2275
537	2645	2271
538	2649	2266
539	2654	2260
540	2659	2256
541	2663	2250
542	2669	2246
543	2674	2241
544	2678	2236
545	2683	2231
546	2688	2226
547	2692	2221
548	2698	2216
549	2702	2211
550	2708	2206
551	2712	2201
552	2719	2198
553	2724	2193
554	2729	2188
555	2734	2183
556	2739	2178
557	2744	2174
558	2749	2169
559	2754	2164
560	2759	2159
561	2763	2154
562	2769	2149
563	2773	2143
564	2778	2138
565	2782	2133
566	2786	2128
567	2791	2123
568	2795	2117
569	2800	2112
570	2804	2107
571	2809	2102
572	2813	2096
573	2818	2091
574	2823	2086
575	2827	2081
576	2832	2076
577	2837	2071
578	2842	2066
579	2847	2061
580	2852	2056
581	2857	2052
582	2862	2047
583	2866	2042
584	2871	2037
585	2876	2032
586	2881	2027
587	2886	2022
588	2891	2017
589	2895	2012
590	2900	2007
591	2904	2001
592	2909	1996
593	2913	1991
594	2918	1986
595	2922	1981
596	2926	1975
597	2931	1970
598	2936	1965
599	2940	1960
600	2945	1955
601	2950	1950
602	2954	1945
603	2959	1940
604	2963	1935
605	2968	1930
606	2973	1925
607	2978	1920
608	2982	1914
609	2987	1909
610	2992	1904
611	2996	1899
612	3001	1894
613	3005	1889
614	3010	1884
615	3015	1879
616	3019	1874
617	3025	1869
618	3030	1865
619	3036	1861
620	3042	1857
621	3048	1852
622	3054	1848
623	3060	1843
624	3065	1839
625	3070	1834
626	3075	1829
627	3080	1824
628	3084	1819
629	3089	1814
630	3094	1809
631	3099	1804
632	3104	1799
633	3109	1795
634	3114	1790
635	3119	1785
636	3123	1779
637	3128	1775
638	3132	1769
639	3137	1764
640	3142	1759
641	3146	1754
642	3151	1749
643	3155	1744
644	3160	1739
645	3164	1734
646	3169	1728
647	3173	1723
648	3178	1718
649	3182	1713
650	3187	1708
651	3192	1703
652	3196	1698
653	3201	1693
654	3205	1688
655	3210	1683
656	3215	1678
657	3220	1673
658	3224	1668
659	3229	1663
660	3235	1659
661	3240	1654
662	3245	1649
663	3251	1645
664	3256	1640
665	3260	1635
666	3266	1630
667	3271	1626
668	3277	1621
669	3282	1616
670	3288	1612
671	3295	1608
672	3301	1604
673	3307	1599
674	3313	1595
675	3319	1590
676	3324	1586
677	3331	1582
678	3337	1577
679	3342	1573
680	3348	1568
681	3354	1564
682	3359	1559
683	3364	1554
684	3369	1549
685	3375	1544
686	3380	1540
687	3386	1535
688	3391	1530
689	3396	1526
690	3402	1521
691	3407	1516
692	3412	1511
693	3418	1507
694	3423	1502
695	3428	1497
696	3433	1492
697	3438	1487
698	3443	1482
699	3449	1478
700	3454	1473
701	3459	1468
702	3464	1463
703	3469	1458
704	3475	1454
705	3480	1449
706	3485	1444
707	3490	1439
708	3495	1434
709	3500	1429
710	3506	1425
711	3511	1420
712	3516	1415
713	3520	1410
714	3525	1405
715	3530	1400
716	3535	1395
717	3539	1390
718	3544	1385
719	3549	1380
720	3554	1375
721	3560	1370
722	3565	1365
723	3569	1360
724	3574	1355
725	3580	1351
726	3585	1346
727	3590	1341
728	3595	1336
729	3600	1331
730	3605	1326
731	3610	1321
732	3615	1316
733	3620	1311
734	3625	1307
735	3629	1302
736	3634	1296
737	3639	1292
738	3644	1287
739	3649	1282
740	3654	1277
741	3659	1272
742	3663	1267
743	3668	1262
744	3673	1257
745	3678	1252
746	3683	1247
747	3688	1242
748	3693	1237
749	3698	1232
750	3702	1227
751	3707	1222
752	3712	1217
753	3716	1212
754	3721	1207
755	3726	1202
756	3731	1197
757	3735	1192
758	3740	1187
759	3745	1182
760	3749	1177
761	3753	1172
762	3758	1167
763	3762	1162
764	3766	1157
765	3771	1152
766	3775	1146
767	3779	1141
768	3784	1136
769	3788	1131
770	3793	1126
771	3797	1121
772	3802	1116
773	3806	1111
774	3810	1106
775	3815	1101
776	3819	1096
777	3823	1091
778	3828	1086
779	3832	1080
780	3836	1075
781	3841	1070
782	3845	1065
783	3849	1060
784	3853	1055
785	3858	1050
786	3862	1045
787	3867	1040
788	3871	1035
789	3875	1030
790	3880	1025
791	3884	1020
792	3888	1015
793	3892	1010
794	3897	1004
795	3901	999
796	3906	994
797	3910	989
798	3914	984
799	3919	979
800	3923	974
801	3927	969
802	3931	964
803	3935	959
804	3940	954
805	3944	949
806	3948	944
807	3953	939
808	3957	934
809	3962	929
810	3966	924
811	3970	919
812	3975	914
813	3980	909
814	3984	904
815	3989	899
816	3993	894
817	3999	889
818	4003	884
819	4008	879
820	4013	875
821	4017	870
822	4021	864
823	4026	860
824	4030	855
825	4035	850
826	4039	844
827	4043	839
828	4047	834
829	4052	829
830	4056	824
831	4060	819
832	4065	814
833	4069	809
834	4074	805
835	4078	800
836	4082	795
837	4087	790
838	4091	785
839	4095	780
840	4099	775
841	4105	770
842	4110	765
843	4115	760
844	4120	755
845	4126	751
846	4131	746
847	4136	741
848	4141	736
849	4145	731
850	4150	726
851	4154	721
852	4160	716
853	4165	712
854	4170	707
855	4175	702
856	4181	697
857	4186	692
858	4192	688
859	4197	683
860	4202	678
861	4206	673
862	4211	668
863	4215	663
864	4220	658
865	4225	653
866	4230	648
867	4235	644
868	4240	639
869	4245	634
870	4250	629
871	4256	624
872	4261	619
873	4265	615
874	4271	610
875	4276	605
876	4282	600
877	4288	595
878	4293	591
879	4299	586
880	4304	581
881	4310	576
882	4316	571
883	4320	566
884	4325	562
885	4330	557
886	4334	552
887	4340	547
888	4345	542
889	4350	537
890	4355	532
891	4360	527
892	4365	523
893	4370	518
894	4376	513
895	4381	508
896	4386	503
897	4390	498
898	4395	493
899	4399	488
900	4404	483
901	4409	479
902	4415	474
903	4420	469
904	4424	464
905	4429	459
906	4433	454
907	4438	449
908	4443	444
909	4448	439
910	4452	435
911	4457	430
912	4462	425
913	4467	420
914	4472	415
915	4477	410
916	4481	405
917	4486	400
918	4491	395
919	4496	390
920	4501	386
921	4506	381
922	4510	376
923	4515	371
924	4520	366
925	4524	361
926	4529	356
927	4533	351
928	4538	346
929	4543	341
930	4547	337
931	4552	332
932	4556	327
933	4561	322
934	4566	317
935	4570	312
936	4575	307
937	4579	302
938	4584	297
939	4590	292
940	4595	288
941	4600	283
942	4606	278
943	4611	273
944	4616	268
945	4621	263
946	4625	258
947	4630	254
948	4635	249
949	4640	244
950	4646	239
951	4651	234
952	4656	229
953	4662	224
954	4666	219
955	4672	215
956	4677	210
957	4682	205
958	4687	200
959	4692	195
960	4697	190
961	4703	185
962	4708	180
963	4713	176
964	4718	171
965	4723	166
966	4730	161
967	4736	156
968	4741	151
969	4750	146
970	4756	142
971	4762	137
972	4768	132
973	4773	127
974	4779	122
975	4784	117
976	4789	112
977	4794	107
978	4799	102
979	4805	98
980	4810	93
981	4815	88
982	4820	83
983	4825	78
984	4829	73
985	4834	68
986	4839	63
987	4843	58
988	4847	53
989	4852	49
990	4857	44
991	4862	39
992	4866	34
993	4871	29
994	4875	24
995	4879	19
996	4884	14
997	4889	9
998	4893	4
999	4898	0
	9
998	4920	4
999	4925	0
