iter	Logloss
951	0.2834811889
952	0.2832998775
953	0.2831999577
954	0.2831131573
955	0.2829748253
956	0.2829083175
957	0.2827684741
958	0.2826053903
959	0.2824920824
960	0.2824579679
961	0.2822835426
962	0.2821695428
963	0.2820932906
964	0.2819972584
965	0.2819207889
966	0.2818232017
967	0.2816810836
968	0.2815924189
969	0.2815264614
970	0.2814886847
971	0.2814247724
972	0.2813191359
973	0.2812568837
974	0.2811529091
975	0.2810954098
976	0.2809227492
977	0.280851968
978	0.2807903502
979	0.280671122
980	0.2806307519
981	0.2805567596
982	0.280483738
983	0.2804155853
984	0.2802973164
985	0.2801440731
986	0.280035778
987	0.2799262348
988	0.2798772128
989	0.2797847549
990	0.2796357152
991	0.2795663323
992	0.2794828904
993	0.2793320581
994	0.2792709004
995	0.2792343496
996	0.279094012
997	0.2789812629
998	0.2789553249
999	0.2788479501
